postUrl,keyword,profileUrl,username,caption,hashtags,likes,views,postDate,timeAgo
https://www.instagram.com/p/DM3eiXYOXaF/,organicgardening,https://www.instagram.com/southmooregarden/,southmooregarden,"I cut a handful of blooms to enjoy indoors, even though it’s a total dilemma. My growing season is short and seed heads take 4 to 6 weeks to mature, which means this is the time I should be letting everything go to seed, not cutting or deadheading.

Still… how could I resist these? Some of my absolute favorites from this season. I really hope they give me some stellar seedlings next year.

I downsized a lot this year, from over 250 cultivars to around 100 (maybe?). I really need to get better at logging inventory 🥴. Next season I might grow even fewer, focusing just on the ones that match my breeding goals.

Growing seedlings is such a fun and chaotic adventure. I had to cut all the singles this year. The hardest ones to say goodbye to were probably Rhubarb and Custard and Orange Hype. I’m also only growing a few waterlily types right now.

I’m still super new to all this “hybridizing” stuff and learning as I go. I don’t breed for show, so ADS standards aren’t really my thing. I’m a solution architect by day and a pretend flower farmer by night, there is no method to my madness.  Anyone else chaos planting? 😆🤣

#dahlias #dahlia #cutflowergarden #backyardgarden #dahliagarden #dahliasofinstagram #dahlialove #dahliaflower #flowergarden #homegrownflowers #zone5b #organicgardening #dahliapropagation  #dahliaseason #dahliagrower #dahliaaddict #dahliaobcession #dahliaenthusiast #dahliaphotography #dahliaheaven #dahliablooms #dahliabeauty #dahlialovers","#dahlias,#dahlia,#cutflowergarden,#backyardgarden,#dahliagarden,#dahliasofinstagram,#dahlialove,#dahliaflower,#flowergarden,#homegrownflowers,#zone5b,#organicgardening,#dahliapropagation,#dahliaseason,#dahliagrower,#dahliaaddict,#dahliaobcession,#dahliaenthusiast,#dahliaphotography,#dahliaheaven,#dahliablooms,#dahliabeauty,#dahlialovers",1837,,2025-08-02T20:56:30.000Z,7w
https://www.instagram.com/p/DM-de31iHAF/,organicgardening,https://www.instagram.com/gardenplanning/,gardenplanning,"🌼 Want more buzz in your garden? Plant with purpose.
Pollinators and beneficial insects aren’t just adorable—they’re essential for strong blooms, better harvests, and balanced ecosystems.

Here’s a simple guide:
🌿 Plant These:
• Lavender → Bees 🐝
• Marigolds → Monarch Butterflies 🦋
• Coneflower → Ladybugs 🐞
• Dill → Hummingbirds 🕊️
• Zinnias → Hoverflies 🌬️

The right plants invite the right helpers. Whether you're growing veggies or flowers, these garden allies protect your plants and boost pollination naturally.

Comment “BLOOM” to get our Plant Care App that:
🌿 Identifies any plant instantly
📖 Offers care instructions for every species
🩺 Diagnoses issues with a photo
⏰ Sends watering & care reminders so your garden stays thriving!

#PollinatorGarden #BeeFriendlyPlants #GardenTips #CompanionPlanting #BeneficialInsects #GrowYourOwn #EcoGarden #PlantWithPurpose #OrganicGardening #FlowerGarden #GardenInspiration #NatureFriendlyGarden #ButterflyGarden #GardenPlanning #SpringPlanting","#PollinatorGarden,#BeeFriendlyPlants,#GardenTips,#CompanionPlanting,#BeneficialInsects,#GrowYourOwn,#EcoGarden,#PlantWithPurpose,#OrganicGardening,#FlowerGarden,#GardenInspiration,#NatureFriendlyGarden,#ButterflyGarden,#GardenPlanning,#SpringPlanting",8446,,2025-08-05T14:02:12.000Z,6w
https://www.instagram.com/p/DIf_4zCxeA5/,organicgardening,https://www.instagram.com/bulimba_farmer/,bulimba_farmer,"With an empty bed from the recent sweet potato harvest, we picked up a few dwarf banana trees from the recent @bulimbacommunitycentre markets on the weekend! 

According to the marketing, these guys grow to 1.2m high and produce 30kg of bananas a year!! With two of them, I’m seeing a lot of banana muffins in my future… 
•
•
•
•
#bulimbafarmer #permacultureliving #bananas #regrow #permacultureaustralia #gyo #permaculturegarden #Urbanfarmingrevolution #ediblegarden #instagardeners #organicgardening #lovegardening #style #sustainablegardening #urbanfarming #sustainableliving #gardeningtips #gardenerslife #vegetablegarden #growsomething #seedlings #meetmyharvest #growitlocal  #gardenersofaustralia","#bulimbafarmer,#permacultureliving,#bananas,#regrow,#permacultureaustralia,#gyo,#permaculturegarden,#Urbanfarmingrevolution,#ediblegarden,#instagardeners,#organicgardening,#lovegardening,#style,#sustainablegardening,#urbanfarming,#sustainableliving,#gardeningtips,#gardenerslife,#vegetablegarden,#growsomething,#seedlings,#meetmyharvest,#growitlocal,#gardenersofaustralia",36,,2025-04-16T08:00:03.000Z,22w
https://www.instagram.com/p/DHEkglnPO_Z/,organicgardening,https://www.instagram.com/sandiaseed/,sandiaseed,"Companion Plants for Tomatoes and Peppers 

There are a lot of great companion plants that you can pair with tomatoes and peppers in the garden. If you have a small space, companion planting other vegetables and herbs is a great way to get more harvest out of your garden!

Find out more companions in our blog at sandiaseed.com (for a clickable link visit our profile page here: @sandiaseed )

Happy growing!

#companionplants #companionplanting #companiongardening #tomatocompanion #peppercompanionplants #pepperseeds #tomatoseeds #salsagarden #organicgardening #vegetablegarden #smallspacevegetablegardens #sandiaseed #hatchchile #hotpeppers #peppersoftheworld","#companionplants,#companionplanting,#companiongardening,#tomatocompanion,#peppercompanionplants,#pepperseeds,#tomatoseeds,#salsagarden,#organicgardening,#vegetablegarden,#smallspacevegetablegardens,#sandiaseed,#hatchchile,#hotpeppers,#peppersoftheworld",425,,2025-03-11T19:50:27.000Z,27w
https://www.instagram.com/p/DOuMSebgKjp/,organicgardening,https://www.instagram.com/simplyrootedgardenco/,simplyrootedgardenco,"Hey, I’m Tabatha - wife, mom, and the heart behind Simply Rooted Garden.

What began in 2020 as a few raised beds in my backyard has grown into a journey of learning, experimenting, and sharing the joy of fresh food right outside my door.

This season, I’m growing herbs and leafy greens for holiday meals with family and friends. I’m not here to test the limits of my garden. I already proved this summer that this little space can handle a big harvest. 

Now, my goal is simpler: to slow down and truly enjoy the experience of growing my own food.

So, I’m pulling out some of my favorite tools and starting the season with some collard greens and herbs. 

What about you? What’s your seasonal goal for growing? And what’s your favorite thing to plant in the fall and winter months?

Follow @simplyrootedgardenco.

#simplyrootedgarden #fallgarden #zone8a #wintergarden #herbgarden #leafygreens #raisedbedgardening #kitchengarden #organicgardening","#simplyrootedgarden,#fallgarden,#zone8a,#wintergarden,#herbgarden,#leafygreens,#raisedbedgardening,#kitchengarden,#organicgardening",49,,2025-09-17T23:26:40.000Z,3d
https://www.instagram.com/p/DOvbqciDsLX/,organicgardening,https://www.instagram.com/stevie_funfur/,stevie_funfur,"🧅 #onions man… they’re like half the frikkin ballgame amarite?? 🧅

#growyourownfood #organicgardening","#onions,#growyourownfood,#organicgardening",,,2025-09-18T11:00:12.000Z,3d
https://www.instagram.com/p/DJzDj7sJ472/,organicgardening,https://www.instagram.com/rhythmseedfarm/,rhythmseedfarm,"First day in Portland and I’ve touched ground!

I spent the day volunteering at Rhythm Seed Farm, @rhythmseedfarm an urban nonprofit seed farm here in the city. One of the first things I did was plant into the soil. There’s something deeply powerful about growing food in an urban landscape, especially at a place so rooted in the movement for food sovereignty.

Rhythm Seed Farm isn’t just growing vegetables, flowers, and medicine, they’re growing human connection and community.

Urban gardens like this are frontline spaces for building the future we want to see. In a system shaped by industrial agriculture and food deserts, planting a seed becomes a revolutionary act. It’s about reclaiming our right to grow, to feed our neighbors, and to heal the land from the ground up.

Happy organic gardening and seed saving! 🙌

#rhythmseed #rhythmseedfarm #foodsecurity #community #comminitygarden #urbangarden #urbangardening #seeds #organicgardening #regenerativefarming #openpollinated #heirloomseeds #organicseeds","#rhythmseed,#rhythmseedfarm,#foodsecurity,#community,#comminitygarden,#urbangarden,#urbangardening,#seeds,#organicgardening,#regenerativefarming,#openpollinated,#heirloomseeds,#organicseeds",38,,2025-05-18T14:09:41.000Z,18w
https://www.instagram.com/p/DOCn_EUDTv7/,organicgardening,https://www.instagram.com/cassiemarieedwards/,cassiemarieedwards,"Three days of growth in the garden. The tomatoes are putting on a show. This year I wanted to grow lots of things that would last well past the growing season, so I am trying to grown a year’s worth of onions, garlic, tomatoes, hot peppers, herbs, dried beans, and butternut squash. 

#organicgardening #gardening #vegetablegardening #nodiggarden #nodig #zone5gardening","#organicgardening,#gardening,#vegetablegardening,#nodiggarden,#nodig,#zone5gardening",63,,2025-09-01T01:22:06.000Z,2w
https://www.instagram.com/p/DMKHX2GIxfG/,organicgardening,https://www.instagram.com/transylvanian.wildflowers/,transylvanian.wildflowers,"Someone’s happy with the first zucchini harvest! 🌿
#growyourownfood🌱 #organicgardening #regenerativegardening #agroecology #transylvania #erdély","#growyourownfood🌱,#organicgardening,#regenerativegardening,#agroecology,#transylvania,#erdély",43,,2025-07-16T06:08:17.000Z,9w
https://www.instagram.com/p/DMm3m8CPqpp/,organicgardening,https://www.instagram.com/gardening_igbax/,gardening_igbax,"Credit gardening_for_beginner_ Tips
What is your favorite shirt⁠
💥 𝗦𝗛𝗢𝗣 𝗡𝗢𝗪 🔥𝗟𝗜𝗡𝗞 𝗜𝗡 𝗠𝗬 𝗕𝗜𝗢 👆🏻 𝗦𝗵𝗶𝗽𝗽𝗶𝗻𝗴 ✈️⁠ #thehappygardeninglife #epicgardening #gardeningtips #containergardening #gardeninglife #indoorgardening #gardening_feature #backyardgardening #gardeningwithkids #gardeninglove #gardening101 #gardeningmakesmehappy #gardeningislife #gardeningtherapy #instagardening #gardeningfun #gardeningismytherapy #vegetablegardening #gardeningaustralia #urbangardening #gardening #balconygardening #ilovegardening #organicgardening #happygardening #gardeningtime #gardeningideas #homegardening #gardeningisfun #lovegardening","#thehappygardeninglife,#epicgardening,#gardeningtips,#containergardening,#gardeninglife,#indoorgardening,#gardening_feature,#backyardgardening,#gardeningwithkids,#gardeninglove,#gardening101,#gardeningmakesmehappy,#gardeningislife,#gardeningtherapy,#instagardening,#gardeningfun,#gardeningismytherapy,#vegetablegardening,#gardeningaustralia,#urbangardening,#gardening,#balconygardening,#ilovegardening,#organicgardening,#happygardening,#gardeningtime,#gardeningideas,#homegardening,#gardeningisfun,#lovegardening",524,,2025-07-27T10:08:30.000Z,8w
https://www.instagram.com/p/DH5eyfkvSnz/,organicgardening,https://www.instagram.com/greendodoblog/,greendodoblog,"Following @thethriftygardener last post about neighbourly sharing of produce and seeds, here is one Big Malaka that I grew from seeds saved and gifted to me by my lovely neighbour Anthea. I can add this one to the collection of the biggest veggies that I have grown. Almost 1kg!😆 To be honest, I left it to ripen just a bit too much on the vine and it had lost the optimum firmness, although it was still juicy and flavourful. Needless to say, I have saved seeds from this one. Do I need to mention that there are no synthetic fertilisers used here, just natural methods?!

I noticed that these big tomatoes have very few seeds inside and they are quite tiny seeds compared to the size of the tomatoes they produce! 
This is not an April fools or a photoshop or Ai! Lol. It's the real deal! 

#monster #monstertomatoes #organicgardening #homegrownveggies","#monster,#monstertomatoes,#organicgardening,#homegrownveggies",81,,2025-04-01T09:00:14.000Z,24w
https://www.instagram.com/p/DMVHUhpNHeU/,organicgardening,https://www.instagram.com/islandcrofter/,islandcrofter,"Grey and drizzly today, but I don’t mind as the veg beds need the rain. We’re desperately in need of a good session of weeding and pruning but life gets in the way sometimes. We’re picking and eating potatoes, beets, kale, lettuce, spring onions, tomatoes and cucumbers right now and all is looking good, if a bit overrun! #summerharvests #growyourownveg #organicgardening #highlandgrowers #isleofskyegrowers","#summerharvests,#growyourownveg,#organicgardening,#highlandgrowers,#isleofskyegrowers",211,,2025-07-20T12:39:28.000Z,9w
https://www.instagram.com/p/DOqXwi9jGSP/,organicgardening,https://www.instagram.com/ionutneicutescu/,ionutneicutescu,"Happy Tomato Tuesday! 🍅

I have some important news: this is the last bountiful harvest of the season. 🫤

While there are still some varieties producing beautiful tomatoes—such as Taiga, Ananas, Pomodoro Marglobe, Blue Marzano, Mushroom Basket, Matina, Vesuviano Giallo, orange cherry, Costoluto Fiorentino, Coeur de Boeuf, spoon, Valentino and Maritime Bells—it won’t be long before the season comes to an end.

This basket is incredibly heavy! I struggled to move it into the shed. I may be strong, but it’s a lot to handle! 🤭

The weather has been tricky over the past two weeks, with heavy rain, strong winds, and cold nights. As I expected, today I found many plants knocked down by the wind. The plant supports broken and some tomatoes eaten by the slugs. But I'm fine with this. Nature things..

Overall, I’m thrilled with this harvest, and anything from here on out is just a bonus!

Be happy and keep growing tomatoes! 😄🍅

#season #tomatoseason #tomatoharvest #harvesttime #harvestoftheday #tomatotuesday #tomatogrower #tomatovarieties #colors_of_day #colouryourlife #lifeinlondon #growtomatoes #heirloomtomatoes #seedsowing #September #happylife #happytomatotuesday #organicgardening #photooftheday","#season,#tomatoseason,#tomatoharvest,#harvesttime,#harvestoftheday,#tomatotuesday,#tomatogrower,#tomatovarieties,#colors_of_day,#colouryourlife,#lifeinlondon,#growtomatoes,#heirloomtomatoes,#seedsowing,#September,#happylife,#happytomatotuesday,#organicgardening,#photooftheday",,,2025-09-16T11:49:56.000Z,5d
https://www.instagram.com/p/DNeJG_6zFzQ/,organicgardening,https://www.instagram.com/myhomeveggiepatch/,myhomeveggiepatch,"My veggie garden this time of year 🌿💚🌞
Don't think you can't grow your own food because you don't have enough space. There is so much variety of veggies grown in this space and the best thing is that it is all organic pesticides free. 🐝🐞🌿

I have been growing and harvesting cherry tomatoes, beef steak tomatoes, carrots, broccoli, cauliflowers, snow peas, sugar snap peas, Chinese cabbage, green and red cabbage, Asians greens, lettuce, spinach, kale and all the herbs we love. 

If you have been thinking of starting your own garden go and get into it you will be surprised what you can grow in a small space🌱🥦🫘🍅

#organicgardening #backyardveggiepatch #growyourownfood #subtropicalgarden #brisbaneveggiepatch #subtropicalgardening #veggiegarden #veggiepatch #gardener","#organicgardening,#backyardveggiepatch,#growyourownfood,#subtropicalgarden,#brisbaneveggiepatch,#subtropicalgardening,#veggiegarden,#veggiepatch,#gardener",50,,2025-08-17T21:19:40.000Z,5w
https://www.instagram.com/p/DOlgiLrD9OU/,organicgardening,https://www.instagram.com/desiurbangreenery/,desiurbangreenery,"""Just Chilling"" with My Chillies! 🌶 
Spicy Stories from My Terrace! 

Bold, Hot & Homegrown 🌱✅️

[Hot Chillies, Spice up your life, Chilly love, green fingers, My garden diary, grow your own, Terrace gardening, Organic gardening]

#desiurbangreenery #chillies #organicgardening #homegrown #greenthumb","#desiurbangreenery,#chillies,#organicgardening,#homegrown,#greenthumb",18,,2025-09-14T14:30:28.000Z,1w
https://www.instagram.com/p/DOGqY0klEtn/,organicgardening,https://www.instagram.com/ucmastergardenerssolano/,ucmastergardenerssolano,"Organic Gardening Advantages and Disadvantages

Advantages:

Adapts to long and varied growing seasons

Improves local clay soil

Enhances biodiversity

Reduces the need for synthetic fertilizers and pesticides, saving money over time.

Disadvantages:

Increased labor for pest and weed control.

Specific pests may require intensive management.

Soil amendments are labor-intensive.

Drought conditions mean organic gardeners must be water-wise.

High summer heat may stress plants, requiring careful plant selection and watering schedules

#ucmastergardenerssolano #ucanr #organicgardening","#ucmastergardenerssolano,#ucanr,#organicgardening",8,,2025-09-02T15:00:04.000Z,2w
https://www.instagram.com/p/DMvfl_MIOhF/,organicgardening,https://www.instagram.com/subuadina/,subuadina,"🍅🍆

#todaysharvest #veggiesfromthegarden #gardeningisfun #gardeningismytherapy #gardenlove #growyourownfood #organicgardening #countrylife #countryliving #viatalatara #viatalasat #dingradina","#todaysharvest,#veggiesfromthegarden,#gardeningisfun,#gardeningismytherapy,#gardenlove,#growyourownfood,#organicgardening,#countrylife,#countryliving,#viatalatara,#viatalasat,#dingradina",38,,2025-07-30T18:31:50.000Z,7w
https://www.instagram.com/p/DOvwRVXiRUB/,organicgardening,https://www.instagram.com/homeandgardenparadise/,homeandgardenparadise,"Want to maximize your fall harvest? 🥕✨

Pairing the right crops together is the secret to healthier plants and fewer pests—no chemicals needed!

These powerhouse combos thrive in cool-season beds:

🥬 Cabbage + Dill → Dill attracts beneficial insects that protect cabbage.

🌱 Peas + Turnips → Peas enrich the soil while turnips mature fast below.

🥦 Broccoli + Celery → Both love cool weather and share moisture needs.

🥗 Lettuce + Beets → Lettuce shades the soil while beets grow deep.

🧄 Garlic + Kale → Garlic deters pests, and kale keeps producing into winter.

🌿 Spinach + Radishes → Radishes mature early, leaving room for spinach.

🥕 Carrots + Onions → Perfect partners—different root depths and natural pest defense.

🍂 Quick Tip: Companion planting saves space, reduces pests, and boosts harvest flavor.

📲 Want reminders on what to pair and when to sow this season?

Bloom Buddy keeps your planting plan organized and sends timely care tips.

Comment “BLOOM” below, and we’ll send you the app link!

#FallGardenTips #CompanionPlanting #GardenPlanning #OrganicGardening #Gardening #FallGarden #autumngarden","#FallGardenTips,#CompanionPlanting,#GardenPlanning,#OrganicGardening,#Gardening,#FallGarden,#autumngarden",1055,,2025-09-18T14:00:59.000Z,3d
https://www.instagram.com/p/DLh8pgIKHEZ/,organicgardening,https://www.instagram.com/tips_4_home/,tips_4_home,"Tomato plants looking sad? Here’s a crazy-easy gardening hack: soak a banana peel in water for a day or two, then pour that water at the base of your tomato plants. The potassium gives them a major growth boost—ours exploded with blossoms after just one round. Total game-changer for backyard gardeners!

#gardeningtips #tomatoplant #organicgardening","#gardeningtips,#tomatoplant,#organicgardening",11870,,2025-06-30T15:44:58.000Z,11w
https://www.instagram.com/p/DNZQ49iyLA5/,organicgardening,https://www.instagram.com/idigherbs/,idigherbs,"Today’s harvest 💚😃. a little bit of this and a little bit of that- couldnt be out too long, the air quality from the wild fires is brutal 💔🌲🌲🔥cucumbers, squash, blackberries, a decent amount of peppers but most importantly- an entire basket of Tomatoes!  #todaysharvest #growyourownfood #idigthis #eatwhatyougrow #playwithyourfood #growagarden #feedyourself #healyourself #canadiangardening #eattherainbow #tomatoseasonisthebestseason #organicgardening #backyardbounty","#todaysharvest,#growyourownfood,#idigthis,#eatwhatyougrow,#playwithyourfood,#growagarden,#feedyourself,#healyourself,#canadiangardening,#eattherainbow,#tomatoseasonisthebestseason,#organicgardening,#backyardbounty",170,,2025-08-15T23:51:27.000Z,5w
